RAZON SOCIAL,CUIT,SERVICIO,RESOLUCION,FECHA RES,EXPEDIENTE,DOMICILIO,LOCALIDAD,PROVINCIA,C.POSTAL,TELEFONO
ALEJO TV S.R.L.,30-71057038-4,SRSVF,2114 ENACOM/2019,23/05/2019,EX- -APN-SDYME#ENACOM 28775175/2018,CORRIENTES 683  ,ALEJO LEDESMA,CORDOBA,X2662AFM,03468-64-4601
"ALESSANDRIA, MARIA BEATRIZ",27-10989014-1,SRSVF,009 COMFER/1989,,EXPCOMFER 1119/1987,25 DE MAYO 848  ,SAN JOSE DE LA ESQUINA,SANTA FE,S2185ACR,03467-46-1116
"ALFONSO, SERGIO NORBERTO",20-35930007-8,VA-ISP,926 ENACOM/2021,06/08/2021,EX- -APN-REYS#ENACOM 15172219/2021,DOMINGO SARMIENTO 840  ,JUAN JOSE CASTELLI,CHACO,H3705ATR,0364-461-8561
"ALFONSO, WALTER JAVIER",20-23964402-4,VA-ISP,1316  ENACOM/2017,06/03/2017,EXPENACOM 16464/2016,ENTRE RIOS 3094  ,ROSARIO,SANTA FE,S2001SHJ,0341-999-9999
"ALHARAL, JOSE LUIS",20-11255595-2,SRC,   55SOPC1995,31/01/1995,EXPCNT 16872/1993,JURAMENTO 5115 - Piso 5 - Dpto/Of. 16,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1431CKM,--
ALL KOM S.A.                                                                                        ,30-70767730-5,REVEN,   68SC  2002,10/06/2002,EXPCNC E 5230/2001,AYACUCHO 505 - Piso 2 - Dpto/Of. D,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1026,--
ALL KOM S.A.                                                                                        ,30-70767730-5,STD,  446SC  2001,07/11/2001,EXPCNC E 5230/2001,AYACUCHO 505 - Piso 2 - Dpto/Of. D,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1026,--
ALL KOM S.A.                                                                                        ,30-70767730-5,SVA,  446SC  2001,07/11/2001,EXPCNC E 5230/2001,AYACUCHO 505 - Piso 2 - Dpto/Of. D,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1026,--
ALL SOLUTIONS S.R.L.,30-71478975-5,VA-ISP,3689 ENACOM/2019,05/09/2019,EX- -APN-REYS#ENACOM 44364827/2018,SAN MARTIN 254  ,COLONIA CAMPO VILLAFAÑE,FORMOSA,3609,0370-481-7116
"ALLOCATI, SANTIAGO MARIO",20-28305760-8,VA-ISP,5169  ENACOM/2017,11/12/2017,EXPENACOM 9194/2017,MARQUEZ - MZ78 C04 2521  ,PABLO PODESTA,BUENOS AIRES,1657,011-5181-3595
ALO S.R.L.,30-70732776-2,SRT,  202SC  2005,22/07/2005,EXPCNC 1190/2003,ALVEAR MARCELO TORCUATO DE 41  ,MAR DEL PLATA,BUENOS AIRES,B7603AAA,--
"ALONSO, HERNAN HECTOR",20-23062468-3,VA-ISP,393 ENACOM/2021,16/04/2021,EX- -APN-REYS#ENACOM 42051321/2020,ING. OVE BOCK 95  ,GENERAL ALVEAR,MENDOZA,M5620FRA,02625-46-0921
"ALONSO, JOSE DARIO",20-21984927-4,VA-ISP,7599  ENACOM/2016,07/11/2016,EXPENACOM 9248/2016,RIO NEGRO 637  ,SAN RAFAEL,MENDOZA,5624,--
ALPHA 2000 SOLUCIONES INFORMATICAS S.R.L.,33-70783043-9,SVA,   80SC  2006,18/07/2006,EXPCNC 3644/2004,DEFENSA 570 - Piso 1 - Dpto/Of. E,CABA,CIUDAD DE BUENOS AIRES,C1065AAJ,011-4345-5150
ALPHA TEL S.A.                                                                                      ,30-70047976-1,STD, 2514SC  1998,18/11/1998,EXPCNC E 12544/1998,CERRITO 740 - Piso 16 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1010AAP,011-4379-6867
ALPHA TEL S.A.                                                                                      ,30-70047976-1,STSR, 2514SC  1998,18/11/1998,EXPCNC E 12544/1998,CERRITO 740 - Piso 16 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1010AAP,011-4379-6867
ALPHA TEL S.A.                                                                                      ,30-70047976-1,SVA, 2514SC  1998,18/11/1998,EXPCNC E 12544/1998,CERRITO 740 - Piso 16 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1010AAP,011-4379-6867
ALPHA TEL S.A.                                                                                      ,30-70047976-1,SVC, 2514SC  1998,18/11/1998,EXPCNC E 12544/1998,CERRITO 740 - Piso 16 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1010AAP,011-4379-6867
"ALSINA, JOSE DANIEL",20-24130888-0,VA-ISP,1786  ENACOM/2017,18/09/2017,EXPENACOM 6692/2017,ANDRESITO 395  ,OBERA,MISIONES,3360,03755-41-7894
ALTA TECNOLOGIA SOCIEDAD DEL ESTADO - ALTEC S.E.,33-60860598-9,STL,5165  ENACOM/2017,11/12/2017,EXPCNC E 3105/1997,ALBARRACIN 157  ,SAN CARLOS DE BARILOCHE,RIO NEGRO,8400,0294-442-0807
ALTA TECNOLOGIA SOCIEDAD DEL ESTADO - ALTEC S.E.,33-60860598-9,SVA, 1723SC  1997,06/06/1997,EXPCNC E 3105/1997,ALBARRACIN 157  ,SAN CARLOS DE BARILOCHE,RIO NEGRO,8400,0294-442-0807
ALTA TECNOLOGIA SOCIEDAD DEL ESTADO - ALTEC S.E.,33-60860598-9,STD, 1723SC  1997,06/06/1997,EXPCNC E 3105/1997,ALBARRACIN 157  ,SAN CARLOS DE BARILOCHE,RIO NEGRO,8400,0294-442-0807
"ALTABE, MARCELO GUILLERMO",20-26140428-2,SVA,6829  ENACOM/2016,23/09/2016,EXPCNC 4554/2015,MANZANA 91 BARRIO 263 VIVIENDAS S/N - Piso 3 - Dpto/Of. B,FONTANA,CHACO,3514,0362-454-8065
ALTECO S.A.                                                                                         ,30-60389677-3,SRT,  196SC  2001,03/07/2001,EXPCNT E 26854/1996,DORREGO CNEL MANUEL 2265  ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1414CLE,011-4774-1492
ALTECO S.A.                                                                                         ,30-60389677-3,SRC,  102SC  1996,16/09/1996,EXPCNT E 26854/1996,DORREGO CNEL MANUEL 2265  ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1414CLE,011-4774-1492
ALTECO S.A.                                                                                         ,30-60389677-3,SRCE,  102SC  1996,16/09/1996,EXPCNT E 26854/1996,DORREGO CNEL MANUEL 2265  ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1414CLE,011-4774-1492
ALTERPLAN SOLUTIONS S.R.L.,30-70884088-9,STD,370  ENACOM/2016,11/03/2016,EXPCNC 3575/2009,GENERAL MOSCONI 2925 - Piso PB - Dpto/Of. 4,CABA,CIUDAD DE BUENOS AIRES,C1419EQI,011-4574-1252
ALTERPLAN SOLUTIONS S.R.L.,30-70884088-9,SVA,370  ENACOM/2016,11/03/2016,EXPCNC 3575/2009,GENERAL MOSCONI 2925 - Piso PB - Dpto/Of. 4,CABA,CIUDAD DE BUENOS AIRES,C1419EQI,011-4574-1252
ALVAREZ CABLE HOGAR S.A.,33-64860921-9,SVA,253  ENACOM/2017,25/08/2017,EXPCNC 1650/2008,RIVADAVIA 858  ,SANTA FE,SANTA FE,2107,0341-462-0060
ALVAREZ CABLE HOGAR S.A.,33-64860921-9,STD,1130 ENACOM/2019,12/03/2019,EXPCNC 1650/2008,RIVADAVIA 858  ,SANTA FE,SANTA FE,2107,0341-462-0060
ALVAREZ CABLE HOGAR S.A.,33-64860921-9,STSR,1130 ENACOM/2019,12/03/2019,EXPCNC 1650/2008,RIVADAVIA 858  ,SANTA FE,SANTA FE,2107,0341-462-0060
ALVAREZ CABLE HOGAR S.A.,33-64860921-9,SRSVF,198-COMFER/1992,23/03/1992,EXPCOMFER 835/1989,RIVADAVIA 858  ,SANTA FE,SANTA FE,2107,0341-462-0060
"ALVAREZ LINDON, JUAN PABLO",20-29687433-8,SVA,791 AFTIC2015,26/11/2015,EXPCNC 175/2013,LEOPOLDO LUGONES 215  ,LAGUNA LARGA,CORDOBA,X5974BIE,03572-40-1592
"ALVAREZ, DIEGO DAVID",20-32657093-2,L-TIC,4490 ENACOM/2019,16/10/2019,EX- -APN-REYS#ENACOM 15779981/2019,SALTA 2520  ,SAN PEDRO,BUENOS AIRES,2930,03329-47-7620
"ALVAREZ, JORGE RAFAEL",20-26121427-0,REVEN,996 ENACOM/2021,12/08/2021,EX- -APN-REYS#ENACOM 27184873/2021,NUÑEZ DEL PRADO ESQ HIPOLITO IRIGOYEN 0  ,ANDALGALA,CATAMARCA,4740,03835-69-3596
"ALVAREZ, JUAN MANUEL",20-27333143-4,VA-ISP,1094 ENACOM/2019,11/03/2019,EX- -APN-AMEYS#ENACOM 34824395/2018,CHACABUCO 1256  ,SAN FERNANDO,BUENOS AIRES,1646,011-6546-3722
"ALVAREZ, ROBERTO JULIO",20-18130931-9,VA-ISP,95  ENACOM/2018,05/01/2018,EX- -APN-SDYME#ENACOM 21258387/2017,INDEPENDENCIA 128  ,SAN SALVADOR DE JUJUY,JUJUY,4600,0388-424-2771
"ALVAREZ, VERONICA VALERIA",27-25043296-3,VA-ISP,3533 ENACOM/2019,29/08/2019,EX- -APN-REYS#ENACOM 41757527/2019,SAN MARTIN 1136  ,PUERTO DESEADO,SANTA CRUZ,9050,0297-487-0689
"ALVES GOES, WARLEY",20-94883783-9,VA-ISP,666 ENACOM/2019,12/02/2019,EX- -APN-SDYME#ENACOM 20807099/2018,WALDEMAR ZIPP 21  ,PUERTO IGUAZU,MISIONES,3370,011-999-9999
"ALVEZ, JORGE DAMIAN",20-33566390-0,VA-ISP,289  ENACOM/2017,25/08/2017,EXPENACOM 11120/2017,LAS ARAUCARIAS (ENTRE NICANOR CORDERO Y 25 DE MAYO) S/N  ,SAN PEDRO,MISIONES,3364,03751-55-7784
ALVIS S.A.,30-70989115-0,STL,   43SC  2008,17/04/2008,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
ALVIS S.A.,30-70989115-0,SVA,   43SC  2008,17/04/2008,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
ALVIS S.A.,30-70989115-0,STP,  160SC  2009,08/07/2009,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
ALVIS S.A.,30-70989115-0,STLDI,  160SC  2009,08/07/2009,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
ALVIS S.A.,30-70989115-0,STLDN,  160SC  2009,08/07/2009,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
ALVIS S.A.,30-70989115-0,REVEN,  160SC  2009,08/07/2009,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
ALVIS S.A.,30-70989115-0,OMV,5551 ENACOM/2019,23/11/2019,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
ALVIS S.A.,30-70989115-0,SRSVF,5551 ENACOM/2019,23/11/2019,EXPCNC 7570/2007,RIVADAVIA 755 - Piso 1 - Dpto/Of. 8,CABA,CIUDAD DE BUENOS AIRES,C1002AAF,011-6311-3095
AMACOM MEDIA S.R.L.,30-71083583-3,SVA,2527  ENACOM/2016,16/05/2016,EXPCNC 13359/2014,HIPOLITO YRIGOYEN 58  ,FORMOSA,FORMOSA,3600,0370-443-1035
"AMBROGGIO, ERNESTO EUGENIO",20-07995117-0,SAP,  124SC  2001,03/05/2001,EXPCNC E 7102/2000,RODRIGUEZ DEL BUSTO 3541 - Piso PB ,CORDOBA,CORDOBA,X5009DXY,0351-482-9285
"AMBROSIG, SAUL AMADO",20-28019298-9,VA-ISP,3537 ENACOM/2019,29/08/2019,EX- -APN-REYS#ENACOM 1510872/2019,SAN MARTIN 1136  ,MALABRIGO,SANTA FE,3572,03482-41-9168
AMECOM S.R.L.,30-71207969-6,VA-ISP,2065  ENACOM/2018,23/03/2018,EX- -APN-SDYME#ENACOM 20882723/2017,EVA PERON 1944  ,VILLA GOBERNADOR GALVEZ,SANTA FE,2124,0341-317-2031
AMEGOSTO S.R.L.,30-71243734-7,SVA,9684  ENACOM/2016,27/12/2016,EXPCNC 2231/2013,SAN MARTIN 450  ,AMERICA,BUENOS AIRES,B6237CAN,02337-45-3161
AMERICA TV S.A.,30-61167117-9,SRSVF,912 COMFER/1984,,EXPCOMFER 780/1984,SAN MARTIN 450  ,AMERICA-ESTACION RIVADAVIA,BUENOS AIRES,6237,02337-45-2514
AMERICAN TRACER S.A.,30-70781354-3,SAP,  284SC  2005,03/10/2005,EXPCNC 7100/2003,CABILDO 3620  ,CABA,CIUDAD DE BUENOS AIRES,C1429AAU,011-4014-0540
AMERICAN TRACER S.A.,30-70781354-3,SLV,  284SC  2005,03/10/2005,EXPCNC 7100/2003,CABILDO 3620  ,CABA,CIUDAD DE BUENOS AIRES,C1429AAU,011-4014-0540
AMERICOM S.A.                                                                                       ,30-69205596-5,SAP, 2126SC  1997,08/07/1997,EXPCNC E 3825/1997,CALLE 8 832 - Piso PA ,LA PLATA,BUENOS AIRES,B1900THA,0221-425-6565
AMERICOM S.A.                                                                                       ,30-69205596-5,SRC, 2126SC  1997,08/07/1997,EXPCNC E 3825/1997,CALLE 8 832 - Piso PA ,LA PLATA,BUENOS AIRES,B1900THA,0221-425-6565
AMERICOM S.A.                                                                                       ,30-69205596-5,SRCE, 2126SC  1997,08/07/1997,EXPCNC E 3825/1997,CALLE 8 832 - Piso PA ,LA PLATA,BUENOS AIRES,B1900THA,0221-425-6565
AMERICOM S.A.                                                                                       ,30-69205596-5,STD, 2126SC  1997,08/07/1997,EXPCNC E 3825/1997,CALLE 8 832 - Piso PA ,LA PLATA,BUENOS AIRES,B1900THA,0221-425-6565
AMERICOM S.A.                                                                                       ,30-69205596-5,SVA, 2126SC  1997,08/07/1997,EXPCNC E 3825/1997,CALLE 8 832 - Piso PA ,LA PLATA,BUENOS AIRES,B1900THA,0221-425-6565
AMX ARGENTINA S.A.,30-66328849-7,PCS, 3311SC  1999,18/11/1999,EXPSECOM 110/1998,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,STL,   34SC  2003,08/09/2003,EXPSECOM 46/1998,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,STLDN,   34SC  2003,08/09/2003,EXPSECOM 46/1998,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,STLDI,   34SC  2003,08/09/2003,EXPSECOM 46/1998,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,SCMA,   73SC  2014,20/11/2014,EXPMINPLAN 111808/2014,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,SRSVF,88  ENACOM/2018,05/01/2018,EXPENACOM 7079/2016,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,SVA,  104 SEYC 1995,12/09/1995,EXPCNT 8431/1995,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,STD,  104SEYC1995,12/09/1995,EXPCNT 8431/1995,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,STM,  260SOPC1995,30/06/1995,EXPCNT 8820/1995,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,SAP, 1866SC  1997,20/06/1997,EXPCNT 8431/1995,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
AMX ARGENTINA S.A.,30-66328849-7,SRCE, 2399SC  1997,14/08/1997,EXPCNT 8431/1995,AVDA.  DE MAYO 878  ,CABA,CIUDAD DE BUENOS AIRES,C1084AAQ,011-4809-1000
ANALISIS INTEGRALES S.R.L.,30-71260780-3,REVEN,1853  ENACOM/2017,19/09/2017,EXPCNC 7842/2014,LIMA 1125 - Piso 10 - Dpto/Of. H,CABA,CIUDAD DE BUENOS AIRES,1073,011-4372-3897
ANCIRA S.A.,30-69621907-5,REVEN,  259SC  2008,28/08/2008,EXPCNC 6476/2005,CATAMARCA 12 - Piso 1 - Dpto/Of. A,RIO GRANDE,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",V9420AHB,011-4169-8896
ANCIRA S.A.,30-69621907-5,STP,  259SC  2008,28/08/2008,EXPCNC 6476/2005,CATAMARCA 12 - Piso 1 - Dpto/Of. A,RIO GRANDE,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",V9420AHB,011-4169-8896
ANCIRA S.A.,30-69621907-5,SVA,  259SC  2008,28/08/2008,EXPCNC 6476/2005,CATAMARCA 12 - Piso 1 - Dpto/Of. A,RIO GRANDE,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",V9420AHB,011-4169-8896
ANDES TELEVISION SATELITAL S.A.,30-70934443-5,SRSVF,606 COMFER/1992,,EXPCOMFER 1526/1991,SIXTO VIDELA 31  ,LA CONSULTA,MENDOZA,5567,--
"ANDINO, SANDRO RAFAEL",20-23598253-7,VA-ISP,8204  ENACOM/2016,29/11/2016,EXPENACOM 9527/2016,LUIS PASTEUR 5817  ,JOSE CLEMENTE PAZ,BUENOS AIRES,1665,011-2185-9554
ANDROS-NET COMUNICACIONES S.R.L.,30-71451593-0,SVA,5228  ENACOM/2016,07/07/2016,EXPCNC 240/2015,RIVERA DR PEDRO IGNACIO 2634  ,LOMAS DE ZAMORA,BUENOS AIRES,B1832ICB,011-5258-8236
ANDROS-NET COMUNICACIONES S.R.L.,30-71451593-0,SRSVF,1440 ENACOM/2018,29/11/2018,EX- -APN-AMEYS#ENACOM 5791864/2018,RIVERA DR PEDRO IGNACIO 2634  ,LOMAS DE ZAMORA,BUENOS AIRES,B1832ICB,011-5258-8236
"ANGELETTI, ALFREDO JOSE",20-05408849-4,SRC,  549SOPC1994,25/10/1994,EXPCNT 9078/1994,ARTIGAS 253  ,ROSARIO,SANTA FE,2002,0341-454-7580
"ANGELETTI, FABRICIO ALFREDO",20-29000180-4,L-TIC,3692 ENACOM/2019,05/09/2019,EX- -APN-REYS#ENACOM 11191729/2019,CALLE 13120 3522  ,ROSARIO,SANTA FE,2000,0341-527-2984
"ANGELETTI, HORACIO ERNESTO",20-05157982-9,SRSVF,140 COMFER/1993,,EXPCOMFER 1783/1990,RAWSON 255  ,SAN JOSE DE JACHAL,SAN JUAN,5460,02647-42-1026
ANGELICA CABLEVISION S.R.L.,30-68438272-8,SRSVF,1439 COMFER/1995,,EXPCOMFER 111/1995,BELGRANO 313  ,angelica,SANTA FE,2303,03492-48-7401
"ANGELINI, HECTOR VIRGINIIO",20-06080028-7,SRSVF,1390 COMFER/1995,,EXPCOMFER 2931/1994,SARMIENTO 451  ,CARRERAS,SANTA FE,2729,011-9999-9999
"ANGELINO, FRANCISCO EMILIANO",20-39690683-0,VA-ISP,4507 ENACOM/2019,16/10/2019,EX- -APN-SDYME#ENACOM 57533231/2019,GENERAL PAZ 828  ,ALTA GRACIA,CORDOBA,X5186,0351-225-3899
"ANGELUCCI, SUSANA NOEMI",27-10879359-2,VA-ISP,4425  ENACOM/2018,23/05/2018,EXPENACOM 10099/2016,AVDA. DEL LIBERTADOR 2107  ,EL CALAFATE,SANTA CRUZ,Z9405AIG,02966-58-4710
ANGOSTURA VIDEO CABLE S.A.,30-64883281-4,VA-ISP,5894 ENACOM/2019,26/11/2019,EX- -APN-SDYME#ENACOM 27997063/2018,COMAHUE 482  ,VILLA LA ANGOSTURA,RIO NEGRO,8407,0294-449-4314
ANGOSTURA VIDEO CABLE S.A.,30-64883281-4,SRSVF,21 COMFER/1992,,EXPCOMFER 1041/1991,COMAHUE 482  ,VILLA LA ANGOSTURA,RIO NEGRO,8407,0294-449-4314
"ANGULO, MARCELO IVAN",20-26434492-2,SVA,1398 ENACOM/2018,29/11/2018,EX- -APN-SDYME#ENACOM 34208670/2017,ABERASTAIN S/N  ,VILLA SANTA ROSA,SAN JUAN,5443,0264-441-3465
ANSAII S.A.,30-71496873-0,VA-ISP,1465 ENACOM/2021,06/10/2021,EX- -APN-REYS#ENACOM 46646624/2021,MANUEL BERMUDEZ 4040  ,SANTOS LUGARES,BUENOS AIRES,1676,011-4734-8335
ANSATCOM TV S.R.L.,30-65883686-9,SRSVF,669 COMFER/1993,,EXPCOMFER 403/1991,MARTIN GUEMES 63  ,LAGUNA LARGA,NO ESPECIFICADO,5974,011-4393-4074
ANTANET S.A.,30-70864613-6,VA-ISP,2141  ENACOM/2017,05/04/2017,EXPENACOM 10367/2016,MAIPU 546  ,SALTA,SALTA,A4400FOL,011-9999-9999
ANTEL TELECOMUNICACIONES ARGENTINA S.A.,30-71603256-2,VA-ISP,1371 ENACOM/2018,29/11/2018,EX- -APN-SDYME#ENACOM 39784524/2018,ARENALES 3069 - Piso 1 - Dpto/Of. B,CABA,CIUDAD DE BUENOS AIRES,1425,011-9999-9999
ANTEL TELECOMUNICACIONES ARGENTINA S.A.,30-71603256-2,STD,1371 ENACOM/2018,29/11/2018,EX- -APN-SDYME#ENACOM 39784524/2018,ARENALES 3069 - Piso 1 - Dpto/Of. B,CABA,CIUDAD DE BUENOS AIRES,1425,011-9999-9999
ANTENA COMUNITARIA S.R.L.,30-71247127-8,SVA,2133  ENACOM/2017,05/04/2017,EXPAFTIC 43/2016,B. RIVADAVIA 335  ,SANTA ROSA,LA PAMPA,L6300DWG,02954-44-7090
ANTENA COMUNITARIA S.R.L.,30-71247127-8,SRSVF,272 ENACOM/2020,10/03/2020,EXPENACOM 14491/2016,B. RIVADAVIA 335  ,SANTA ROSA,LA PAMPA,L6300DWG,02954-44-7090
ANTENA COMUNITARIA SAN JORGE Y ZONA S.R.L.,30-65881680-9,SRSVR,742 COMFER/1992,,EXPCOMFER 825/1991,SAN LUIS 59  ,CLUCELLAS,SANTA FE,S2407BLA,03492-499-0184
ANTENA COMUNITARIA TV LABORDE S.R.L.,30-63352199-5,SRSVF,148 COMFER/1983,,EXPCOMFER 42/1982,GENERAL LAS HERAS 336  ,LABORDE,NO ESPECIFICADO,2657,03534-46-0396
ANTENA COMUNITARIA TV RIO SECO S.A.,30-68229249-7,VA-ISP,2448 ENACOM/2019,27/06/2019,EX- -APN-SDYME#ENACOM 48338463/2018,JERONIMO LUIS DE CABRERA / ESQ LIBERTAD S/N  ,VILLA DE MARIA,CORDOBA,5248,03522-65-0941
ANTENA COMUNITARIA TV RIO SECO S.A.,30-68229249-7,SRSVF,713 COMFER/1998,,EXPCOMFER 1397/1993,JERONIMO LUIS DE CABRERA / ESQ LIBERTAD S/N  ,VILLA DE MARIA,CORDOBA,5248,03522-65-0941
ANTENA DELTA S.R.L.,30-71474821-8,VA-ISP,1848  ENACOM/2017,19/09/2017,EXPENACOM 8161/2017,CARLOS CASARES 2909  ,SAN FERNANDO,BUENOS AIRES,1646,011-3078-6279
ANTENA4 S.R.L.,30-71542645-1,VA-ISP,3841  ENACOM/2017,15/05/2017,EXPENACOM 17105/2016,MEDRANO 70 - Piso 1 - Dpto/Of. C,CABA,CIUDAD DE BUENOS AIRES,1178,011-3815-2488
ANTIME S.A.                                                                                         ,30-64517919-2,SRC, 3521CNT 1993,15/07/1993,EXPCNT 7067/1993,SANTIAGO DEL ESTERO 454 - Piso 1 - Dpto/Of. 14,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1075AAJ,011-4381-3852
"ANTONOWICZ, MARIO ANDRES",20-20057636-6,SRSVF,1525 ENACOM/2021,07/10/2021,EX- -APN-REYS#ENACOM 39850593/2020,PASAJE RIOS 0  ,PUERTO IGUAZU,MISIONES,3370,0376-489-4326
"ANTONOWICZ, MARIO ANDRES",20-20057636-6,VA-ISP,1525 ENACOM/2021,07/10/2021,EX- -APN-REYS#ENACOM 39850593/2020,PASAJE RIOS 0  ,PUERTO IGUAZU,MISIONES,3370,0376-489-4326
"ANTUNES FLORES, SERGIO OMAR",20-27530930-4,L-TIC,682 ENACOM/2018,25/10/2018,EX- -APN-AMEYS#ENACOM 23699155/2018,LOTE 3 MZ B S/N  ,SAN JAVIER,MISIONES,3357,--
"ANTUNEZ, HORACIO NESTOR",23-21588332-9,L-TIC,5537 ENACOM/2019,22/11/2019,EX- -APN-REYS#ENACOM 58337416/2019,24 DE NOVIEMBRE 2240  ,CABA,CIUDAD DE BUENOS AIRES,1242,011-3298-7527
ANURA S.A.,30-70934708-6,STP,  195SC  2006,19/10/2006,EXPCNC 285/2006,ESMERALDA 770 - Piso 12 - Dpto/Of. A,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1007,011-4328-7099
ANURA S.A.,30-70934708-6,SVA,  195SC  2006,19/10/2006,EXPCNC 285/2006,ESMERALDA 770 - Piso 12 - Dpto/Of. A,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1007,011-4328-7099
ANURA S.A.,30-70934708-6,STD,  195SC  2006,19/10/2006,EXPCNC 285/2006,ESMERALDA 770 - Piso 12 - Dpto/Of. A,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1007,011-4328-7099
ANURA S.A.,30-70934708-6,STL,843  ENACOM/2016,05/04/2016,EXPCNC 285/2006,ESMERALDA 770 - Piso 12 - Dpto/Of. A,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1007,011-4328-7099
ANURA S.A.,30-70934708-6,STLDN,843  ENACOM/2016,05/04/2016,EXPCNC 285/2006,ESMERALDA 770 - Piso 12 - Dpto/Of. A,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1007,011-4328-7099
ANURA S.A.,30-70934708-6,STLDI,843  ENACOM/2016,05/04/2016,EXPCNC 285/2006,ESMERALDA 770 - Piso 12 - Dpto/Of. A,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1007,011-4328-7099
ANURA S.A.,30-70934708-6,REVEN,843  ENACOM/2016,05/04/2016,EXPCNC 285/2006,ESMERALDA 770 - Piso 12 - Dpto/Of. A,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1007,011-4328-7099
